user_id,gender,age,country,subscription_type,listening_time_min,songs_per_day,skip_rate,device_type,ads_per_week,offline_listening_raw,is_churned,churn_label,offline_listening_flag,age_group,listens_per_minute,avg_session_like,ads_exposure_ratio
576,Male,33.0,DE,Family,147.0,82.0,0.5,Web,0.0,1,0,Active,Yes,25-34,0.5578231292517006,17.926829268292686,0.0
577,Male,41.0,AU,Premium,174.0,8.0,0.17,Web,0.0,1,1,Churned,Yes,35-44,0.04597701149425287,217.5,0.0
578,Female,33.0,FR,Premium,86.0,57.0,0.26,Mobile,0.0,1,0,Active,Yes,25-34,0.6627906976744186,15.087719298245613,0.0
579,Male,35.0,AU,Student,99.0,19.0,0.01,Mobile,0.0,1,1,Churned,Yes,35-44,0.1919191919191919,52.10526315789474,0.0
580,Male,18.0,PK,Free,78.0,92.0,0.26,Web,32.0,0,0,Active,No,18-24,1.1794871794871795,8.478260869565219,0.34782608695652173
581,Female,58.0,FR,Premium,274.0,60.0,0.45,Web,0.0,1,0,Active,Yes,55-64,0.21897810218978103,45.666666666666664,0.0
582,Female,46.0,DE,Premium,28.0,53.0,0.02,Desktop,0.0,1,0,Active,Yes,45-54,1.8928571428571428,5.283018867924529,0.0
583,Female,21.0,AU,Premium,211.0,86.0,0.09,Desktop,0.0,1,0,Active,Yes,18-24,0.4075829383886256,24.534883720930235,0.0
584,Female,33.0,CA,Student,121.0,41.0,0.08,Desktop,0.0,1,0,Active,Yes,25-34,0.33884297520661155,29.512195121951223,0.0
585,Other,39.0,UK,Student,32.0,34.0,0.48,Web,0.0,1,0,Active,Yes,35-44,1.0625,9.411764705882353,0.0
586,Female,27.0,PK,Student,246.0,65.0,0.6,Web,0.0,1,1,Churned,Yes,25-34,0.26422764227642276,37.84615384615385,0.0
587,Other,26.0,PK,Student,15.0,15.0,0.46,Mobile,0.0,1,0,Active,Yes,25-34,1.0,10.0,0.0
588,Female,23.0,US,Family,55.0,10.0,0.19,Mobile,0.0,1,0,Active,Yes,18-24,0.18181818181818182,55.0,0.0
589,Female,58.0,AU,Premium,40.0,72.0,0.42,Web,0.0,1,0,Active,Yes,55-64,1.8,5.555555555555555,0.0
590,Female,51.0,IN,Free,143.0,35.0,0.08,Mobile,23.0,0,0,Active,No,45-54,0.24475524475524477,40.857142857142854,0.6571428571428571
591,Other,22.0,AU,Premium,263.0,74.0,0.18,Mobile,0.0,1,0,Active,Yes,18-24,0.2813688212927757,35.54054054054054,0.0
592,Male,58.0,UK,Premium,178.0,98.0,0.43,Desktop,0.0,1,0,Active,Yes,55-64,0.550561797752809,18.163265306122447,0.0
593,Male,37.0,AU,Premium,30.0,38.0,0.16,Mobile,0.0,1,0,Active,Yes,35-44,1.2666666666666666,7.894736842105264,0.0
594,Male,34.0,IN,Premium,278.0,29.0,0.42,Web,0.0,1,0,Active,Yes,25-34,0.10431654676258993,95.86206896551724,0.0
595,Other,23.0,US,Premium,230.0,75.0,0.29,Mobile,0.0,1,1,Churned,Yes,18-24,0.32608695652173914,30.666666666666668,0.0
596,Female,32.0,FR,Student,215.0,39.0,0.4,Desktop,0.0,1,0,Active,Yes,25-34,0.1813953488372093,55.12820512820513,0.0
597,Male,41.0,UK,Free,196.0,51.0,0.35,Web,14.0,0,0,Active,No,35-44,0.2602040816326531,38.43137254901961,0.27450980392156865
598,Female,28.0,UK,Free,125.0,94.0,0.33,Mobile,28.0,0,0,Active,No,25-34,0.752,13.297872340425531,0.2978723404255319
599,Male,19.0,DE,Premium,222.0,80.0,0.46,Mobile,0.0,1,0,Active,Yes,18-24,0.36036036036036034,27.75,0.0
600,Other,35.0,FR,Premium,233.0,41.0,0.14,Mobile,0.0,1,0,Active,Yes,35-44,0.1759656652360515,56.82926829268293,0.0
601,Male,25.0,IN,Family,177.0,24.0,0.01,Web,0.0,1,0,Active,Yes,25-34,0.13559322033898305,73.75,0.0
602,Other,44.0,AU,Student,99.0,9.0,0.53,Web,0.0,1,0,Active,Yes,35-44,0.09090909090909091,110.0,0.0
603,Female,58.0,DE,Student,34.0,58.0,0.16,Mobile,0.0,1,0,Active,Yes,55-64,1.7058823529411764,5.862068965517242,0.0
604,Male,37.0,UK,Free,138.0,87.0,0.29,Mobile,31.0,0,1,Churned,No,35-44,0.6304347826086957,15.862068965517242,0.3563218390804598
605,Female,21.0,CA,Student,254.0,22.0,0.22,Desktop,0.0,1,1,Churned,Yes,18-24,0.08661417322834646,115.45454545454544,0.0
606,Female,28.0,UK,Family,233.0,63.0,0.03,Desktop,0.0,1,1,Churned,Yes,25-34,0.2703862660944206,36.98412698412699,0.0
607,Female,19.0,DE,Student,219.0,39.0,0.28,Web,0.0,1,0,Active,Yes,18-24,0.1780821917808219,56.15384615384615,0.0
608,Other,21.0,IN,Family,91.0,20.0,0.56,Web,0.0,1,0,Active,Yes,18-24,0.21978021978021978,45.5,0.0
609,Female,41.0,DE,Premium,31.0,21.0,0.09,Web,0.0,1,0,Active,Yes,35-44,0.6774193548387096,14.761904761904761,0.0
610,Female,31.0,UK,Free,205.0,64.0,0.24,Desktop,42.0,0,0,Active,No,25-34,0.3121951219512195,32.03125,0.65625
611,Female,40.0,FR,Premium,21.0,91.0,0.14,Desktop,0.0,1,0,Active,Yes,35-44,4.333333333333333,2.307692307692308,0.0
612,Male,57.0,CA,Free,11.0,52.0,0.49,Mobile,37.0,0,1,Churned,No,55-64,4.7272727272727275,2.1153846153846154,0.7115384615384616
613,Female,22.0,FR,Premium,222.0,93.0,0.33,Mobile,0.0,1,0,Active,Yes,18-24,0.4189189189189189,23.87096774193548,0.0
614,Female,54.0,IN,Family,123.0,27.0,0.26,Mobile,0.0,1,0,Active,Yes,45-54,0.21951219512195122,45.55555555555555,0.0
615,Female,42.0,UK,Student,287.0,96.0,0.08,Mobile,0.0,1,1,Churned,Yes,35-44,0.3344947735191638,29.895833333333336,0.0
616,Female,37.0,CA,Family,197.0,19.0,0.22,Mobile,0.0,1,0,Active,Yes,35-44,0.09644670050761421,103.6842105263158,0.0
617,Other,51.0,UK,Premium,267.0,12.0,0.48,Web,0.0,1,1,Churned,Yes,45-54,0.0449438202247191,222.5,0.0
618,Other,26.0,UK,Student,12.0,62.0,0.44,Mobile,0.0,1,0,Active,Yes,25-34,5.166666666666667,1.9354838709677418,0.0
619,Male,44.0,AU,Premium,243.0,17.0,0.42,Web,0.0,1,0,Active,Yes,35-44,0.06995884773662552,142.94117647058823,0.0
620,Other,53.0,FR,Premium,140.0,28.0,0.4,Mobile,0.0,1,0,Active,Yes,45-54,0.2,50.0,0.0
621,Other,54.0,DE,Premium,111.0,87.0,0.36,Mobile,0.0,1,0,Active,Yes,45-54,0.7837837837837838,12.758620689655173,0.0
622,Female,27.0,DE,Premium,238.0,54.0,0.3,Desktop,0.0,1,1,Churned,Yes,25-34,0.226890756302521,44.07407407407407,0.0
623,Female,29.0,IN,Premium,225.0,40.0,0.53,Web,0.0,1,0,Active,Yes,25-34,0.17777777777777778,56.25,0.0
624,Other,24.0,AU,Premium,214.0,4.0,0.25,Web,0.0,1,0,Active,Yes,18-24,0.018691588785046728,535.0,0.0
625,Other,58.0,US,Free,112.0,1.0,0.17,Mobile,12.0,0,0,Active,No,55-64,0.008928571428571428,1120.0,12.0
626,Male,16.0,DE,Free,85.0,98.0,0.51,Mobile,21.0,0,0,Active,No,<18,1.1529411764705881,8.673469387755102,0.21428571428571427
627,Female,37.0,AU,Family,192.0,7.0,0.39,Desktop,0.0,1,0,Active,Yes,35-44,0.036458333333333336,274.2857142857143,0.0
628,Other,16.0,US,Student,216.0,27.0,0.31,Mobile,0.0,1,0,Active,Yes,<18,0.125,80.0,0.0
629,Other,24.0,US,Student,283.0,88.0,0.3,Mobile,0.0,1,0,Active,Yes,18-24,0.31095406360424027,32.15909090909091,0.0
630,Female,32.0,UK,Free,113.0,88.0,0.01,Desktop,45.0,0,0,Active,No,25-34,0.7787610619469026,12.84090909090909,0.5113636363636364
631,Male,29.0,US,Family,60.0,15.0,0.17,Desktop,0.0,1,0,Active,Yes,25-34,0.25,40.0,0.0
632,Female,31.0,AU,Student,115.0,84.0,0.1,Web,0.0,1,1,Churned,Yes,25-34,0.7304347826086957,13.69047619047619,0.0
633,Female,59.0,AU,Premium,180.0,84.0,0.35,Desktop,0.0,1,1,Churned,Yes,55-64,0.4666666666666667,21.428571428571427,0.0
634,Other,56.0,IN,Free,290.0,84.0,0.05,Desktop,30.0,0,0,Active,No,55-64,0.2896551724137931,34.523809523809526,0.35714285714285715
635,Other,20.0,AU,Free,106.0,10.0,0.19,Mobile,10.0,0,0,Active,No,18-24,0.09433962264150944,106.0,1.0
636,Other,27.0,IN,Premium,296.0,79.0,0.27,Desktop,0.0,1,0,Active,Yes,25-34,0.2668918918918919,37.46835443037975,0.0
637,Other,41.0,US,Family,68.0,8.0,0.34,Mobile,0.0,1,0,Active,Yes,35-44,0.11764705882352941,85.0,0.0
638,Other,16.0,IN,Student,177.0,34.0,0.15,Desktop,0.0,1,0,Active,Yes,<18,0.192090395480226,52.05882352941177,0.0
639,Male,34.0,AU,Student,198.0,17.0,0.54,Desktop,0.0,1,0,Active,Yes,25-34,0.08585858585858586,116.47058823529412,0.0
640,Female,23.0,PK,Student,78.0,68.0,0.37,Web,0.0,1,1,Churned,Yes,18-24,0.8717948717948718,11.470588235294118,0.0
641,Female,25.0,US,Student,290.0,76.0,0.4,Web,0.0,1,0,Active,Yes,25-34,0.2620689655172414,38.15789473684211,0.0
642,Male,58.0,AU,Family,36.0,57.0,0.02,Web,0.0,1,0,Active,Yes,55-64,1.5833333333333333,6.315789473684211,0.0
643,Other,51.0,DE,Student,108.0,14.0,0.5,Desktop,0.0,1,0,Active,Yes,45-54,0.12962962962962962,77.14285714285715,0.0
644,Female,48.0,IN,Premium,98.0,88.0,0.18,Desktop,0.0,1,0,Active,Yes,45-54,0.8979591836734694,11.136363636363635,0.0
645,Male,22.0,AU,Free,287.0,17.0,0.42,Mobile,40.0,0,0,Active,No,18-24,0.059233449477351915,168.82352941176472,2.3529411764705883
646,Other,33.0,DE,Student,172.0,51.0,0.51,Web,0.0,1,0,Active,Yes,25-34,0.29651162790697677,33.72549019607843,0.0
647,Male,54.0,UK,Free,89.0,95.0,0.36,Desktop,38.0,0,0,Active,No,45-54,1.0674157303370786,9.368421052631579,0.4
648,Male,50.0,PK,Free,200.0,14.0,0.28,Desktop,46.0,0,0,Active,No,45-54,0.07,142.85714285714286,3.2857142857142856
649,Other,28.0,DE,Student,289.0,11.0,0.55,Mobile,0.0,1,1,Churned,Yes,25-34,0.03806228373702422,262.7272727272727,0.0
650,Female,48.0,FR,Family,23.0,76.0,0.58,Desktop,0.0,1,1,Churned,Yes,45-54,3.3043478260869565,3.0263157894736845,0.0
651,Other,21.0,IN,Student,170.0,51.0,0.53,Mobile,0.0,1,1,Churned,Yes,18-24,0.3,33.333333333333336,0.0
652,Other,19.0,CA,Premium,227.0,48.0,0.56,Desktop,0.0,1,0,Active,Yes,18-24,0.21145374449339208,47.29166666666667,0.0
653,Other,26.0,US,Family,290.0,66.0,0.36,Mobile,0.0,1,0,Active,Yes,25-34,0.22758620689655173,43.939393939393945,0.0
654,Female,55.0,CA,Premium,200.0,50.0,0.04,Web,0.0,1,0,Active,Yes,55-64,0.25,40.0,0.0
655,Female,59.0,IN,Student,34.0,63.0,0.39,Desktop,0.0,1,1,Churned,Yes,55-64,1.8529411764705883,5.396825396825397,0.0
656,Female,24.0,IN,Family,105.0,3.0,0.01,Mobile,0.0,1,0,Active,Yes,18-24,0.02857142857142857,350.0,0.0
657,Female,58.0,AU,Premium,216.0,31.0,0.33,Desktop,0.0,1,1,Churned,Yes,55-64,0.14351851851851852,69.6774193548387,0.0
658,Male,23.0,FR,Family,105.0,55.0,0.55,Desktop,0.0,1,0,Active,Yes,18-24,0.5238095238095238,19.09090909090909,0.0
659,Male,53.0,FR,Family,244.0,64.0,0.24,Mobile,0.0,1,0,Active,Yes,45-54,0.26229508196721313,38.125,0.0
660,Other,29.0,FR,Family,30.0,41.0,0.39,Mobile,0.0,1,0,Active,Yes,25-34,1.3666666666666667,7.317073170731708,0.0
661,Female,23.0,DE,Student,126.0,34.0,0.57,Web,0.0,1,1,Churned,Yes,18-24,0.2698412698412698,37.05882352941177,0.0
662,Female,29.0,AU,Student,106.0,55.0,0.35,Desktop,0.0,1,0,Active,Yes,25-34,0.5188679245283019,19.272727272727273,0.0
663,Other,49.0,UK,Free,295.0,17.0,0.4,Web,31.0,0,0,Active,No,45-54,0.0576271186440678,173.52941176470588,1.8235294117647058
664,Female,23.0,DE,Premium,230.0,52.0,0.43,Mobile,0.0,1,0,Active,Yes,18-24,0.22608695652173913,44.230769230769226,0.0
665,Female,29.0,DE,Family,102.0,74.0,0.32,Mobile,0.0,1,0,Active,Yes,25-34,0.7254901960784313,13.783783783783782,0.0
666,Other,43.0,IN,Family,152.0,55.0,0.3,Desktop,0.0,1,0,Active,Yes,35-44,0.3618421052631579,27.636363636363637,0.0
667,Male,31.0,CA,Student,77.0,80.0,0.35,Mobile,0.0,1,0,Active,Yes,25-34,1.0389610389610389,9.625,0.0
668,Other,43.0,US,Premium,78.0,48.0,0.21,Mobile,0.0,1,0,Active,Yes,35-44,0.6153846153846154,16.25,0.0
669,Female,39.0,UK,Free,220.0,18.0,0.05,Mobile,18.0,0,0,Active,No,35-44,0.08181818181818182,122.22222222222221,1.0
670,Female,38.0,UK,Free,245.0,12.0,0.52,Desktop,48.0,0,1,Churned,No,35-44,0.04897959183673469,204.16666666666669,4.0
671,Male,31.0,CA,Free,30.0,42.0,0.06,Mobile,44.0,0,0,Active,No,25-34,1.4,7.142857142857142,1.0476190476190477
672,Female,35.0,UK,Student,226.0,55.0,0.25,Desktop,0.0,1,1,Churned,Yes,35-44,0.24336283185840707,41.09090909090909,0.0
673,Female,44.0,PK,Free,133.0,18.0,0.4,Mobile,11.0,0,0,Active,No,35-44,0.13533834586466165,73.88888888888889,0.6111111111111112
674,Female,33.0,AU,Family,118.0,36.0,0.58,Desktop,0.0,1,0,Active,Yes,25-34,0.3050847457627119,32.77777777777778,0.0
675,Female,27.0,CA,Premium,115.0,61.0,0.31,Desktop,0.0,1,0,Active,Yes,25-34,0.5304347826086957,18.852459016393443,0.0
676,Other,38.0,CA,Premium,155.0,80.0,0.07,Mobile,0.0,1,0,Active,Yes,35-44,0.5161290322580645,19.375,0.0
677,Male,30.0,IN,Premium,125.0,65.0,0.37,Web,0.0,1,0,Active,Yes,25-34,0.52,19.23076923076923,0.0
678,Other,55.0,DE,Family,190.0,5.0,0.58,Desktop,0.0,1,0,Active,Yes,55-64,0.02631578947368421,380.0,0.0
679,Female,20.0,UK,Premium,164.0,33.0,0.34,Desktop,0.0,1,1,Churned,Yes,18-24,0.20121951219512196,49.6969696969697,0.0
680,Male,33.0,CA,Family,126.0,49.0,0.45,Desktop,0.0,1,0,Active,Yes,25-34,0.3888888888888889,25.71428571428571,0.0
681,Female,47.0,DE,Free,272.0,8.0,0.32,Mobile,44.0,0,0,Active,No,45-54,0.029411764705882353,340.0,5.5
682,Female,47.0,PK,Family,263.0,79.0,0.58,Web,0.0,1,1,Churned,Yes,45-54,0.30038022813688214,33.291139240506325,0.0
683,Other,38.0,DE,Student,127.0,4.0,0.0,Web,0.0,1,0,Active,Yes,35-44,0.031496062992125984,317.5,0.0
684,Female,55.0,AU,Free,281.0,21.0,0.12,Mobile,42.0,0,0,Active,No,55-64,0.07473309608540925,133.8095238095238,2.0
685,Female,40.0,PK,Free,210.0,64.0,0.56,Web,13.0,0,0,Active,No,35-44,0.3047619047619048,32.8125,0.203125
686,Female,49.0,CA,Premium,206.0,27.0,0.41,Web,0.0,1,0,Active,Yes,45-54,0.13106796116504854,76.29629629629629,0.0
687,Female,52.0,CA,Family,285.0,82.0,0.57,Mobile,0.0,1,0,Active,Yes,45-54,0.28771929824561404,34.75609756097561,0.0
688,Other,35.0,PK,Premium,29.0,18.0,0.42,Web,0.0,1,1,Churned,Yes,35-44,0.6206896551724138,16.11111111111111,0.0
689,Other,53.0,IN,Student,67.0,87.0,0.28,Desktop,0.0,1,0,Active,Yes,45-54,1.2985074626865671,7.701149425287357,0.0
690,Male,52.0,UK,Free,252.0,44.0,0.34,Mobile,24.0,0,0,Active,No,45-54,0.1746031746031746,57.272727272727266,0.5454545454545454
691,Other,22.0,UK,Student,291.0,97.0,0.24,Mobile,0.0,1,0,Active,Yes,18-24,0.3333333333333333,30.000000000000004,0.0
692,Other,58.0,DE,Student,136.0,57.0,0.47,Mobile,0.0,1,0,Active,Yes,55-64,0.41911764705882354,23.859649122807017,0.0
693,Male,33.0,IN,Premium,154.0,52.0,0.32,Web,0.0,1,0,Active,Yes,25-34,0.33766233766233766,29.615384615384613,0.0
694,Female,20.0,UK,Family,279.0,67.0,0.4,Desktop,0.0,1,0,Active,Yes,18-24,0.24014336917562723,41.64179104477612,0.0
695,Male,21.0,CA,Premium,199.0,85.0,0.19,Desktop,0.0,1,0,Active,Yes,18-24,0.4271356783919598,23.41176470588235,0.0
696,Male,56.0,UK,Free,30.0,66.0,0.35,Mobile,31.0,0,0,Active,No,55-64,2.2,4.545454545454546,0.4696969696969697
697,Female,54.0,PK,Family,158.0,2.0,0.34,Desktop,0.0,1,0,Active,Yes,45-54,0.012658227848101266,790.0,0.0
698,Male,51.0,UK,Student,83.0,10.0,0.33,Mobile,0.0,1,0,Active,Yes,45-54,0.12048192771084337,83.0,0.0
699,Male,24.0,IN,Premium,161.0,23.0,0.45,Web,0.0,1,1,Churned,Yes,18-24,0.14285714285714285,70.0,0.0
700,Female,21.0,PK,Premium,183.0,20.0,0.21,Mobile,0.0,1,0,Active,Yes,18-24,0.1092896174863388,91.5,0.0
701,Male,58.0,PK,Student,131.0,47.0,0.06,Mobile,0.0,1,0,Active,Yes,55-64,0.35877862595419846,27.872340425531913,0.0
702,Female,26.0,US,Premium,126.0,52.0,0.22,Web,0.0,1,1,Churned,Yes,25-34,0.4126984126984127,24.23076923076923,0.0
703,Male,32.0,FR,Family,282.0,22.0,0.19,Mobile,0.0,1,1,Churned,Yes,25-34,0.07801418439716312,128.18181818181816,0.0
704,Male,44.0,DE,Premium,240.0,46.0,0.11,Mobile,0.0,1,1,Churned,Yes,35-44,0.19166666666666668,52.173913043478265,0.0
705,Male,22.0,AU,Student,169.0,52.0,0.1,Mobile,0.0,1,1,Churned,Yes,18-24,0.3076923076923077,32.5,0.0
706,Female,29.0,US,Student,238.0,61.0,0.09,Web,0.0,1,0,Active,Yes,25-34,0.25630252100840334,39.016393442622956,0.0
707,Male,37.0,UK,Family,276.0,17.0,0.4,Mobile,0.0,1,0,Active,Yes,35-44,0.06159420289855073,162.35294117647058,0.0
708,Female,18.0,PK,Student,101.0,8.0,0.43,Web,0.0,1,0,Active,Yes,18-24,0.07920792079207921,126.25,0.0
709,Female,27.0,AU,Family,176.0,20.0,0.05,Web,0.0,1,1,Churned,Yes,25-34,0.11363636363636363,88.0,0.0
710,Male,43.0,DE,Premium,161.0,84.0,0.08,Mobile,0.0,1,0,Active,Yes,35-44,0.5217391304347826,19.166666666666664,0.0
711,Male,58.0,FR,Student,153.0,24.0,0.29,Desktop,0.0,1,0,Active,Yes,55-64,0.1568627450980392,63.75,0.0
712,Other,20.0,IN,Family,199.0,52.0,0.22,Web,0.0,1,0,Active,Yes,18-24,0.2613065326633166,38.26923076923077,0.0
713,Female,37.0,FR,Free,252.0,58.0,0.41,Web,28.0,0,0,Active,No,35-44,0.23015873015873015,43.44827586206897,0.4827586206896552
714,Male,39.0,US,Free,79.0,5.0,0.37,Mobile,7.0,0,0,Active,No,35-44,0.06329113924050633,158.0,1.4
715,Male,36.0,PK,Premium,15.0,11.0,0.49,Desktop,0.0,1,0,Active,Yes,35-44,0.7333333333333333,13.636363636363635,0.0
716,Female,51.0,US,Student,73.0,81.0,0.1,Mobile,0.0,1,0,Active,Yes,45-54,1.1095890410958904,9.012345679012347,0.0
717,Male,28.0,FR,Family,20.0,16.0,0.1,Mobile,0.0,1,0,Active,Yes,25-34,0.8,12.5,0.0
718,Other,39.0,UK,Student,141.0,49.0,0.54,Web,0.0,1,0,Active,Yes,35-44,0.3475177304964539,28.77551020408163,0.0
719,Other,51.0,PK,Free,250.0,72.0,0.12,Web,40.0,0,1,Churned,No,45-54,0.288,34.72222222222222,0.5555555555555556
720,Female,46.0,AU,Premium,191.0,45.0,0.01,Mobile,0.0,1,0,Active,Yes,45-54,0.2356020942408377,42.44444444444444,0.0
721,Female,18.0,PK,Free,157.0,48.0,0.44,Mobile,18.0,0,1,Churned,No,18-24,0.3057324840764331,32.708333333333336,0.375
722,Female,46.0,FR,Student,53.0,28.0,0.08,Web,0.0,1,0,Active,Yes,45-54,0.5283018867924528,18.92857142857143,0.0
723,Female,42.0,FR,Student,64.0,70.0,0.05,Web,0.0,1,1,Churned,Yes,35-44,1.09375,9.142857142857142,0.0
724,Other,46.0,UK,Family,160.0,17.0,0.5,Desktop,0.0,1,0,Active,Yes,45-54,0.10625,94.11764705882354,0.0
725,Other,35.0,IN,Student,227.0,39.0,0.44,Web,0.0,1,0,Active,Yes,35-44,0.17180616740088106,58.205128205128204,0.0
726,Female,57.0,PK,Premium,183.0,58.0,0.0,Desktop,0.0,1,0,Active,Yes,55-64,0.31693989071038253,31.551724137931036,0.0
727,Other,38.0,IN,Free,186.0,46.0,0.07,Mobile,30.0,0,0,Active,No,35-44,0.24731182795698925,40.434782608695656,0.6521739130434783
728,Other,31.0,DE,Premium,176.0,37.0,0.29,Web,0.0,1,1,Churned,Yes,25-34,0.21022727272727273,47.567567567567565,0.0
729,Other,20.0,IN,Premium,274.0,54.0,0.6,Desktop,0.0,1,0,Active,Yes,18-24,0.19708029197080293,50.74074074074074,0.0
730,Other,26.0,IN,Student,183.0,65.0,0.52,Desktop,0.0,1,0,Active,Yes,25-34,0.3551912568306011,28.153846153846153,0.0
731,Female,58.0,DE,Family,293.0,47.0,0.06,Desktop,0.0,1,0,Active,Yes,55-64,0.16040955631399317,62.34042553191489,0.0
732,Other,51.0,UK,Family,70.0,51.0,0.45,Mobile,0.0,1,0,Active,Yes,45-54,0.7285714285714285,13.725490196078432,0.0
733,Male,23.0,CA,Premium,64.0,85.0,0.16,Web,0.0,1,0,Active,Yes,18-24,1.328125,7.529411764705882,0.0
734,Male,38.0,DE,Student,291.0,75.0,0.33,Desktop,0.0,1,0,Active,Yes,35-44,0.25773195876288657,38.8,0.0
735,Female,31.0,US,Premium,218.0,60.0,0.06,Desktop,0.0,1,0,Active,Yes,25-34,0.27522935779816515,36.333333333333336,0.0
736,Other,24.0,IN,Student,211.0,76.0,0.52,Mobile,0.0,1,0,Active,Yes,18-24,0.36018957345971564,27.763157894736842,0.0
737,Male,42.0,DE,Family,126.0,90.0,0.03,Web,0.0,1,0,Active,Yes,35-44,0.7142857142857143,14.0,0.0
738,Other,27.0,PK,Premium,231.0,59.0,0.12,Web,0.0,1,0,Active,Yes,25-34,0.2554112554112554,39.152542372881356,0.0
739,Other,57.0,IN,Family,290.0,16.0,0.17,Mobile,0.0,1,0,Active,Yes,55-64,0.05517241379310345,181.25,0.0
740,Male,36.0,CA,Free,77.0,85.0,0.0,Web,46.0,0,0,Active,No,35-44,1.103896103896104,9.058823529411764,0.5411764705882353
741,Male,16.0,PK,Premium,154.0,29.0,0.34,Mobile,0.0,1,0,Active,Yes,<18,0.18831168831168832,53.10344827586207,0.0
742,Female,24.0,FR,Student,105.0,48.0,0.38,Mobile,0.0,1,1,Churned,Yes,18-24,0.45714285714285713,21.875,0.0
743,Male,53.0,DE,Student,113.0,65.0,0.38,Mobile,0.0,1,0,Active,Yes,45-54,0.5752212389380531,17.384615384615383,0.0
744,Other,36.0,AU,Premium,174.0,11.0,0.29,Mobile,0.0,1,0,Active,Yes,35-44,0.06321839080459771,158.18181818181816,0.0
745,Other,51.0,DE,Premium,32.0,59.0,0.02,Mobile,0.0,1,0,Active,Yes,45-54,1.84375,5.423728813559322,0.0
746,Other,42.0,CA,Premium,271.0,99.0,0.34,Web,0.0,1,0,Active,Yes,35-44,0.36531365313653136,27.373737373737374,0.0
747,Other,29.0,FR,Premium,97.0,26.0,0.44,Desktop,0.0,1,0,Active,Yes,25-34,0.26804123711340205,37.30769230769231,0.0
748,Male,59.0,CA,Student,266.0,90.0,0.06,Desktop,0.0,1,0,Active,Yes,55-64,0.3383458646616541,29.555555555555557,0.0
749,Other,22.0,AU,Free,276.0,11.0,0.13,Desktop,9.0,0,0,Active,No,18-24,0.03985507246376811,250.90909090909088,0.8181818181818182
750,Female,52.0,UK,Family,81.0,16.0,0.37,Desktop,0.0,1,0,Active,Yes,45-54,0.19753086419753085,50.625,0.0
751,Male,27.0,CA,Family,116.0,39.0,0.44,Desktop,0.0,1,1,Churned,Yes,25-34,0.33620689655172414,29.743589743589745,0.0
752,Male,46.0,AU,Family,251.0,63.0,0.34,Web,0.0,1,0,Active,Yes,45-54,0.250996015936255,39.84126984126984,0.0
753,Male,52.0,US,Student,270.0,67.0,0.22,Web,0.0,1,0,Active,Yes,45-54,0.24814814814814815,40.298507462686565,0.0
754,Other,39.0,DE,Premium,246.0,37.0,0.17,Mobile,0.0,1,1,Churned,Yes,35-44,0.15040650406504066,66.48648648648648,0.0
755,Male,33.0,CA,Free,100.0,8.0,0.02,Mobile,45.0,0,0,Active,No,25-34,0.08,125.0,5.625
756,Other,17.0,UK,Free,206.0,27.0,0.42,Desktop,49.0,0,0,Active,No,<18,0.13106796116504854,76.29629629629629,1.8148148148148149
757,Female,35.0,AU,Family,81.0,90.0,0.19,Desktop,0.0,1,0,Active,Yes,35-44,1.1111111111111112,9.0,0.0
758,Male,41.0,FR,Family,26.0,42.0,0.19,Mobile,0.0,1,0,Active,Yes,35-44,1.6153846153846154,6.19047619047619,0.0
759,Female,42.0,DE,Student,208.0,67.0,0.06,Desktop,0.0,1,0,Active,Yes,35-44,0.32211538461538464,31.044776119402986,0.0
760,Female,49.0,AU,Student,295.0,93.0,0.13,Mobile,0.0,1,1,Churned,Yes,45-54,0.3152542372881356,31.72043010752688,0.0
761,Male,57.0,AU,Family,13.0,89.0,0.16,Desktop,0.0,1,0,Active,Yes,55-64,6.846153846153846,1.4606741573033708,0.0
762,Male,26.0,IN,Premium,120.0,68.0,0.34,Desktop,0.0,1,0,Active,Yes,25-34,0.5666666666666667,17.647058823529413,0.0
763,Other,17.0,DE,Free,125.0,77.0,0.26,Desktop,18.0,0,0,Active,No,<18,0.616,16.233766233766232,0.23376623376623376
764,Female,49.0,US,Premium,104.0,74.0,0.57,Mobile,0.0,1,1,Churned,Yes,45-54,0.7115384615384616,14.054054054054053,0.0
765,Other,52.0,DE,Premium,225.0,94.0,0.01,Desktop,0.0,1,1,Churned,Yes,45-54,0.4177777777777778,23.936170212765955,0.0
766,Other,49.0,AU,Family,261.0,15.0,0.17,Mobile,0.0,1,0,Active,Yes,45-54,0.05747126436781609,174.0,0.0
767,Other,57.0,UK,Premium,79.0,2.0,0.22,Desktop,0.0,1,0,Active,Yes,55-64,0.02531645569620253,395.0,0.0
768,Female,24.0,FR,Premium,240.0,39.0,0.23,Web,0.0,1,0,Active,Yes,18-24,0.1625,61.53846153846154,0.0
769,Other,24.0,DE,Family,28.0,62.0,0.04,Web,0.0,1,0,Active,Yes,18-24,2.2142857142857144,4.516129032258064,0.0
770,Female,48.0,AU,Premium,91.0,37.0,0.34,Desktop,0.0,1,0,Active,Yes,45-54,0.4065934065934066,24.594594594594593,0.0
771,Other,40.0,IN,Premium,212.0,66.0,0.27,Mobile,0.0,1,1,Churned,Yes,35-44,0.3113207547169811,32.121212121212125,0.0
